Maciej Bukowski 350762 28.12.2017 20:22:20


                    STATE OF GAS IN TECHNOLOGICAL PROCESS

DATE        |  TIME      |  TEMPERATURE [°C]  |  MASS [kg]  |  PRESSURE [hPa]
17.12.2017  |  07:51:30  |  16.400            |  28.7       |  4.931761      
17.12.2017  |  07:52:00  |  16.900            |  25.3       |  4.355018      
17.12.2017  |  07:52:30  |  18.200            |  29.2       |  5.048873      
17.12.2017  |  07:53:00  |  20.200            |  26.6       |  4.630888      
17.12.2017  |  07:53:30  |  22.100            |  28.8       |  5.046368      
17.12.2017  |  07:54:00  |  19.200            |  25.8       |  4.476302      
17.12.2017  |  07:54:30  |  27.700            |  25.5       |  4.552886      
17.12.2017  |  07:55:00  |  15.200            |  25.8       |  4.415056      
17.12.2017  |  07:55:30  |  27.900            |  26.9       |  4.806041      
17.12.2017  |  07:56:00  |  19.400            |  28.4       |  4.930773      
17.12.2017  |  07:56:30  |  29.600            |  29.6       |  5.318295      
17.12.2017  |  07:57:00  |  22.100            |  26.4       |  4.625838      
17.12.2017  |  07:57:30  |  16.800            |  27.4       |  4.714875      
17.12.2017  |  07:58:00  |  17.800            |  28.8       |  4.972873      
17.12.2017  |  07:58:30  |  19.200            |  27.8       |  4.823302      
17.12.2017  |  07:59:00  |  17.400            |  29.6       |  5.103982      
17.12.2017  |  07:59:30  |  26.400            |  28.4       |  5.048754      
17.12.2017  |  08:00:00  |  27.300            |  28.8       |  5.135246      
17.12.2017  |  08:00:30  |  17.100            |  28.7       |  4.943684      
17.12.2017  |  08:01:00  |  15.900            |  26.8       |  4.597315      
17.12.2017  |  08:01:30  |  21.700            |  28.2       |  4.934541      
17.12.2017  |  08:02:00  |  29.300            |  29.3       |  5.259177      
17.12.2017  |  08:02:30  |  22.900            |  25.8       |  4.532954      
17.12.2017  |  08:03:00  |  24.100            |  25.3       |  4.463124      
17.12.2017  |  08:03:30  |  18.600            |  27.8       |  4.813403      
17.12.2017  |  08:04:00  |  15.400            |  29.5       |  5.051724      
17.12.2017  |  08:04:30  |  22.000            |  29.0       |  5.079691      
17.12.2017  |  08:05:00  |  18.500            |  26.0       |  4.500201      
17.12.2017  |  08:05:30  |  20.900            |  28.3       |  4.938603      
17.12.2017  |  08:06:00  |  21.700            |  26.8       |  4.689564      
17.12.2017  |  08:06:30  |  18.500            |  28.6       |  4.950221      
17.12.2017  |  08:07:00  |  23.000            |  25.3       |  4.446608      
17.12.2017  |  08:07:30  |  26.900            |  29.3       |  5.217444      
17.12.2017  |  08:08:00  |  24.100            |  27.5       |  4.851221      
17.12.2017  |  08:08:30  |  15.500            |  28.3       |  4.847910      
17.12.2017  |  08:09:00  |  15.300            |  28.8       |  4.930144      
17.12.2017  |  08:09:30  |  15.400            |  28.2       |  4.829106      
17.12.2017  |  08:10:00  |  22.000            |  27.1       |  4.746884      
17.12.2017  |  08:10:30  |  21.600            |  29.7       |  5.195254      
17.12.2017  |  08:11:00  |  23.800            |  29.9       |  5.269277      
17.12.2017  |  08:11:30  |  16.000            |  29.5       |  5.062229      
17.12.2017  |  08:12:00  |  26.500            |  27.7       |  4.925957      
17.12.2017  |  08:12:30  |  20.500            |  27.5       |  4.792468      
17.12.2017  |  08:13:00  |  22.100            |  29.5       |  5.169023      
17.12.2017  |  08:13:30  |  24.300            |  25.2       |  4.448474      
17.12.2017  |  08:14:00  |  28.200            |  29.8       |  5.329470      
17.12.2017  |  08:14:30  |  25.500            |  29.8       |  5.281719      
17.12.2017  |  08:15:00  |  15.000            |  25.8       |  4.411994      
17.12.2017  |  08:15:30  |  15.200            |  25.7       |  4.397943      
17.12.2017  |  08:16:00  |  19.500            |  25.5       |  4.428792      
17.12.2017  |  08:16:30  |  23.400            |  29.1       |  5.121385      
17.12.2017  |  08:17:00  |  27.000            |  25.3       |  4.506666      
17.12.2017  |  08:17:30  |  27.100            |  26.1       |  4.650719      
17.12.2017  |  08:18:00  |  25.800            |  27.0       |  4.790258      
17.12.2017  |  08:18:30  |  17.800            |  29.9       |  5.162809      
17.12.2017  |  08:19:00  |  26.100            |  29.0       |  5.150255      
17.12.2017  |  08:19:30  |  29.700            |  28.8       |  5.176266      
17.12.2017  |  08:20:00  |  26.500            |  25.4       |  4.516942      
17.12.2017  |  08:20:30  |  21.300            |  25.1       |  4.386133      
17.12.2017  |  08:21:00  |  22.000            |  29.2       |  5.114724      
17.12.2017  |  08:21:30  |  25.700            |  25.6       |  4.540355      
17.12.2017  |  08:22:00  |  20.100            |  26.1       |  4.542292      
17.12.2017  |  08:22:30  |  27.700            |  29.9       |  5.338482      
17.12.2017  |  08:23:00  |  23.600            |  27.6       |  4.860672      
17.12.2017  |  08:23:30  |  28.100            |  26.7       |  4.773477      
17.12.2017  |  08:24:00  |  23.800            |  28.7       |  5.057801      
17.12.2017  |  08:24:30  |  23.300            |  30.0       |  5.277998      
17.12.2017  |  08:25:00  |  20.400            |  28.1       |  4.895363      
17.12.2017  |  08:25:30  |  15.700            |  29.3       |  5.022692      
17.12.2017  |  08:26:00  |  22.700            |  28.2       |  4.951277      
17.12.2017  |  08:26:30  |  22.600            |  26.2       |  4.598568      
17.12.2017  |  08:27:00  |  19.000            |  25.7       |  4.455901      
17.12.2017  |  08:27:30  |  18.900            |  27.4       |  4.749023      
17.12.2017  |  08:28:00  |  17.700            |  26.7       |  4.608683      
17.12.2017  |  08:28:30  |  23.100            |  29.3       |  5.151367      
17.12.2017  |  08:29:00  |  28.300            |  26.1       |  4.669306      
17.12.2017  |  08:29:30  |  19.000            |  26.9       |  4.663959      
17.12.2017  |  08:30:00  |  23.700            |  25.8       |  4.545203      
17.12.2017  |  08:30:30  |  30.000            |  25.3       |  4.551711      
17.12.2017  |  08:31:00  |  24.700            |  25.8       |  4.560515      
17.12.2017  |  08:31:30  |  22.500            |  26.8       |  4.702288      
17.12.2017  |  08:32:00  |  16.300            |  29.1       |  4.998769      
17.12.2017  |  08:32:30  |  15.000            |  27.3       |  4.668505      
17.12.2017  |  08:33:00  |  16.400            |  27.7       |  4.759922      
17.12.2017  |  08:33:30  |  24.900            |  25.3       |  4.475135      
17.12.2017  |  08:34:00  |  23.400            |  26.2       |  4.611007      
17.12.2017  |  08:34:30  |  19.500            |  26.5       |  4.602470      
17.12.2017  |  08:35:00  |  26.600            |  27.3       |  4.856444      
17.12.2017  |  08:35:30  |  28.100            |  27.3       |  4.880746      
17.12.2017  |  08:36:00  |  16.200            |  26.8       |  4.602087      
17.12.2017  |  08:36:30  |  26.800            |  25.4       |  4.521464      
17.12.2017  |  08:37:00  |  27.100            |  25.4       |  4.525987      
17.12.2017  |  08:37:30  |  22.800            |  26.7       |  4.689496      
17.12.2017  |  08:38:00  |  19.100            |  29.9       |  5.185877      
17.12.2017  |  08:38:30  |  24.500            |  25.3       |  4.469130      
17.12.2017  |  08:39:00  |  15.500            |  29.6       |  5.070605      
17.12.2017  |  08:39:30  |  25.200            |  25.5       |  4.515052      
17.12.2017  |  08:40:00  |  19.600            |  25.2       |  4.378184      
17.12.2017  |  08:40:30  |  15.600            |  25.2       |  4.318362      
17.12.2017  |  08:41:00  |  26.600            |  28.5       |  5.069914      
17.12.2017  |  08:41:30  |  18.200            |  26.9       |  4.651187      
17.12.2017  |  08:42:00  |  22.200            |  28.2       |  4.942909      
17.12.2017  |  08:42:30  |  24.300            |  26.2       |  4.625001      
17.12.2017  |  08:43:00  |  19.100            |  29.9       |  5.185877      
17.12.2017  |  08:43:30  |  21.200            |  25.6       |  4.471987      
17.12.2017  |  08:44:00  |  21.300            |  27.4       |  4.788050      
17.12.2017  |  08:44:30  |  20.700            |  26.4       |  4.603903      
17.12.2017  |  08:45:00  |  26.000            |  25.8       |  4.580419      
17.12.2017  |  08:45:30  |  20.500            |  27.9       |  4.862177      
17.12.2017  |  08:46:00  |  29.800            |  26.4       |  4.746477      
17.12.2017  |  08:46:30  |  20.700            |  26.4       |  4.603903      
17.12.2017  |  08:47:00  |  29.100            |  26.9       |  4.825198      
17.12.2017  |  08:47:30  |  27.700            |  27.5       |  4.909975      
17.12.2017  |  08:48:00  |  25.200            |  27.0       |  4.780643      
17.12.2017  |  08:48:30  |  29.600            |  25.4       |  4.563672      
17.12.2017  |  08:49:00  |  23.900            |  28.9       |  5.094762      
17.12.2017  |  08:49:30  |  29.000            |  26.9       |  4.823601      
17.12.2017  |  08:50:00  |  26.800            |  27.3       |  4.859684      
17.12.2017  |  08:50:30  |  25.200            |  28.3       |  5.010822      
17.12.2017  |  08:51:00  |  17.800            |  28.4       |  4.903806      
17.12.2017  |  08:51:30  |  17.400            |  29.7       |  5.121225      
17.12.2017  |  08:52:00  |  16.300            |  26.6       |  4.569322      
17.12.2017  |  08:52:30  |  25.600            |  27.9       |  4.946621      
17.12.2017  |  08:53:00  |  23.100            |  25.2       |  4.430528      
17.12.2017  |  08:53:30  |  20.400            |  28.4       |  4.947627      
17.12.2017  |  08:54:00  |  17.900            |  29.2       |  5.043674      
17.12.2017  |  08:54:30  |  15.600            |  28.1       |  4.815317      
17.12.2017  |  08:55:00  |  30.000            |  29.7       |  5.343312      
17.12.2017  |  08:55:30  |  16.300            |  27.7       |  4.758279      
17.12.2017  |  08:56:00  |  22.900            |  25.7       |  4.515384      
17.12.2017  |  08:56:30  |  18.900            |  27.4       |  4.749023      
17.12.2017  |  08:57:00  |  17.400            |  26.2       |  4.517714      
17.12.2017  |  08:57:30  |  25.400            |  28.3       |  5.014182      
17.12.2017  |  08:58:00  |  28.900            |  28.6       |  5.126741      
17.12.2017  |  08:58:30  |  27.900            |  28.6       |  5.109768      
17.12.2017  |  08:59:00  |  20.000            |  26.7       |  4.645128      
17.12.2017  |  08:59:30  |  15.300            |  27.0       |  4.622010      
17.12.2017  |  09:00:00  |  27.900            |  28.9       |  5.163367      
17.12.2017  |  09:00:30  |  19.300            |  28.2       |  4.894375      
17.12.2017  |  09:01:00  |  23.200            |  25.4       |  4.467198      
17.12.2017  |  09:01:30  |  25.700            |  26.3       |  4.664505      
17.12.2017  |  09:02:00  |  19.200            |  28.8       |  4.996802      
17.12.2017  |  09:02:30  |  23.300            |  27.4       |  4.820572      
17.12.2017  |  09:03:00  |  18.400            |  28.9       |  5.000431      
17.12.2017  |  09:03:30  |  17.300            |  26.1       |  4.498922      
17.12.2017  |  09:04:00  |  16.300            |  29.1       |  4.998769      
17.12.2017  |  09:04:30  |  22.500            |  28.3       |  4.965476      
17.12.2017  |  09:05:00  |  22.000            |  26.7       |  4.676819      
17.12.2017  |  09:05:30  |  15.600            |  29.5       |  5.055226      
17.12.2017  |  09:06:00  |  18.400            |  28.1       |  4.862011      
17.12.2017  |  09:06:30  |  25.100            |  25.3       |  4.478138      
17.12.2017  |  09:07:00  |  29.100            |  27.6       |  4.950761      
17.12.2017  |  09:07:30  |  23.700            |  25.0       |  4.404267      
17.12.2017  |  09:08:00  |  21.400            |  25.4       |  4.440065      
17.12.2017  |  09:08:30  |  27.300            |  28.0       |  4.992600      
17.12.2017  |  09:09:00  |  21.800            |  27.0       |  4.726163      
17.12.2017  |  09:09:30  |  19.300            |  29.9       |  5.189426      
17.12.2017  |  09:10:00  |  23.000            |  27.3       |  4.798118      
17.12.2017  |  09:10:30  |  15.400            |  29.0       |  4.966102      
17.12.2017  |  09:11:00  |  16.000            |  29.1       |  4.993588      
17.12.2017  |  09:11:30  |  21.700            |  28.0       |  4.899544      
17.12.2017  |  09:12:00  |  22.400            |  26.4       |  4.630538      
17.12.2017  |  09:12:30  |  22.100            |  27.7       |  4.853625      
17.12.2017  |  09:13:00  |  29.000            |  25.3       |  4.536696      
17.12.2017  |  09:13:30  |  17.500            |  28.6       |  4.933247      
17.12.2017  |  09:14:00  |  28.900            |  28.4       |  5.090890      
17.12.2017  |  09:14:30  |  27.200            |  29.5       |  5.258310      
17.12.2017  |  09:15:00  |  24.800            |  27.8       |  4.915693      
17.12.2017  |  09:15:30  |  16.000            |  26.7       |  4.581746      
17.12.2017  |  09:16:00  |  20.700            |  28.3       |  4.935244      
17.12.2017  |  09:16:30  |  17.300            |  26.0       |  4.481684      
17.12.2017  |  09:17:00  |  20.500            |  29.6       |  5.158438      
17.12.2017  |  09:17:30  |  24.200            |  27.7       |  4.888147      
